date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:21:48	111863/111863	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/starting.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/starting.html	(from https://neovim.io/doc/user/index.html)
02:21:48	124733/124733	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/editing.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/editing.html	(from https://neovim.io/doc/user/index.html)
02:21:48	100858/100858	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/motion.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/motion.html	(from https://neovim.io/doc/user/index.html)
02:21:48	26996/26996	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/scroll.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/scroll.html	(from https://neovim.io/doc/user/index.html)
02:21:49	144048/144048	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/insert.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/insert.html	(from https://neovim.io/doc/user/index.html)
02:21:49	136925/136925	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/change.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/change.html	(from https://neovim.io/doc/user/index.html)
02:21:49	34459/34459	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/undo.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/undo.html	(from https://neovim.io/doc/user/index.html)
02:21:49	74119/74119	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/repeat.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/repeat.html	(from https://neovim.io/doc/user/index.html)
02:21:50	45534/45534	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/visual.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/visual.html	(from https://neovim.io/doc/user/index.html)
02:21:50	48855/48855	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/various.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/various.html	(from https://neovim.io/doc/user/index.html)
02:21:50	21371/21371	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/recover.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/recover.html	(from https://neovim.io/doc/user/index.html)
02:21:51	93933/93933	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/cmdline.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/cmdline.html	(from https://neovim.io/doc/user/index.html)
02:21:51	114580/114580	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/pattern.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/pattern.html	(from https://neovim.io/doc/user/index.html)
02:21:51	129806/129806	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/map.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/map.html	(from https://neovim.io/doc/user/index.html)
02:21:51	73626/73626	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/tagsrch.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/tagsrch.html	(from https://neovim.io/doc/user/index.html)
02:21:52	106476/106476	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/windows.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/windows.html	(from https://neovim.io/doc/user/index.html)
02:21:52	35341/35341	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/tabpage.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/tabpage.html	(from https://neovim.io/doc/user/index.html)
02:21:52	122349/122349	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/spell.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/spell.html	(from https://neovim.io/doc/user/index.html)
02:21:52	36964/36964	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/diff.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/diff.html	(from https://neovim.io/doc/user/index.html)
02:21:53	49507/49507	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/fold.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/fold.html	(from https://neovim.io/doc/user/index.html)
02:21:53	50117/50117	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/terminal.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/terminal.html	(from https://neovim.io/doc/user/index.html)
02:21:53	274004/274004	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/api.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/api.html	(from https://neovim.io/doc/user/index.html)
02:21:53	64433/64433	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/ui.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/ui.html	(from https://neovim.io/doc/user/index.html)
02:21:53	55764/55764	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/lua-guide.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/lua-guide.html	(from https://neovim.io/doc/user/index.html)
02:21:54	302062/302062	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/lua.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/lua.html	(from https://neovim.io/doc/user/index.html)
02:21:54	340644/340644	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/luaref.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/luaref.html	(from https://neovim.io/doc/user/index.html)
02:21:54	316415/316415	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/luvref.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/luvref.html	(from https://neovim.io/doc/user/index.html)
02:21:55	113272/113272	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/autocmd.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/autocmd.html	(from https://neovim.io/doc/user/index.html)
02:21:55	16452/16452	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/job_control.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/job_control.html	(from https://neovim.io/doc/user/index.html)
02:21:55	25312/25312	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/channel.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/channel.html	(from https://neovim.io/doc/user/index.html)
02:21:56	223854/223854	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/eval.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/eval.html	(from https://neovim.io/doc/user/index.html)
02:21:56	749332/749332	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/builtin.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/builtin.html	(from https://neovim.io/doc/user/index.html)
02:21:56	12839/12839	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/testing.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/testing.html	(from https://neovim.io/doc/user/index.html)
02:21:57	17382/17382	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/remote_plugin.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/remote_plugin.html	(from https://neovim.io/doc/user/index.html)
02:21:57	18073/18073	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/health.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/health.html	(from https://neovim.io/doc/user/index.html)
02:21:57	202435/202435	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/lsp.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/lsp.html	(from https://neovim.io/doc/user/index.html)
02:21:58	79377/79377	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/diagnostic.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/diagnostic.html	(from https://neovim.io/doc/user/index.html)
02:21:58	130794/130794	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/treesitter.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/treesitter.html	(from https://neovim.io/doc/user/index.html)
02:21:58	74497/74497	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/indent.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/indent.html	(from https://neovim.io/doc/user/index.html)
02:21:58	334909/334909	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/syntax.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/syntax.html	(from https://neovim.io/doc/user/index.html)
02:21:58	74964/74964	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/filetype.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/filetype.html	(from https://neovim.io/doc/user/index.html)
02:21:59	152999/152999	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/quickfix.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/quickfix.html	(from https://neovim.io/doc/user/index.html)
02:21:59	43064/43064	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/ft_ada.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/ft_ada.html	(from https://neovim.io/doc/user/index.html)
02:21:59	13738/13738	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/ft_hare.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/ft_hare.html	(from https://neovim.io/doc/user/index.html)
02:21:59	13029/13029	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/ft_ps1.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/ft_ps1.html	(from https://neovim.io/doc/user/index.html)
02:22:00	14687/14687	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/ft_raku.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/ft_raku.html	(from https://neovim.io/doc/user/index.html)
02:22:00	43332/43332	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/ft_rust.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/ft_rust.html	(from https://neovim.io/doc/user/index.html)
02:22:00	53114/53114	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/ft_sql.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/ft_sql.html	(from https://neovim.io/doc/user/index.html)
02:22:00	27444/27444	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/tui.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/tui.html	(from https://neovim.io/doc/user/index.html)
02:22:01	72116/72116	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/gui.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/gui.html	(from https://neovim.io/doc/user/index.html)
02:22:01	30976/30976	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/sign.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/sign.html	(from https://neovim.io/doc/user/index.html)
02:22:01	111886/111886	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/digraph.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/digraph.html	(from https://neovim.io/doc/user/index.html)
02:22:01	52452/52452	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/mbyte.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/mbyte.html	(from https://neovim.io/doc/user/index.html)
02:22:02	19429/19429	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/mlang.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/mlang.html	(from https://neovim.io/doc/user/index.html)
02:22:02	15956/15956	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/rileft.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/rileft.html	(from https://neovim.io/doc/user/index.html)
02:22:02	25703/25703	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/arabic.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/arabic.html	(from https://neovim.io/doc/user/index.html)
02:22:02	15960/15960	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/hebrew.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/hebrew.html	(from https://neovim.io/doc/user/index.html)
02:22:03	12997/12997	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/russian.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/russian.html	(from https://neovim.io/doc/user/index.html)
02:22:03	14587/14587	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/vietnamese.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/vietnamese.html	(from https://neovim.io/doc/user/index.html)
02:22:03	31034/31034	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/provider.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/provider.html	(from https://neovim.io/doc/user/index.html)
02:22:03	23824/23824	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/if_perl.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/if_perl.html	(from https://neovim.io/doc/user/index.html)
02:22:04	46867/46867	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/if_pyth.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/if_pyth.html	(from https://neovim.io/doc/user/index.html)
02:22:04	20088/20088	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/if_ruby.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/if_ruby.html	(from https://neovim.io/doc/user/index.html)
02:22:04	58012/58012	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/deprecated.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/deprecated.html	(from https://neovim.io/doc/user/index.html)
02:22:04	33013/33013	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/vi_diff.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/vi_diff.html	(from https://neovim.io/doc/user/index.html)
02:22:05	54987/54987	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/develop.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/develop.html	(from https://neovim.io/doc/user/index.html)
02:22:05	12074/12074	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/dev_arch.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/dev_arch.html	(from https://neovim.io/doc/user/index.html)
02:22:05	51096/51096	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/dev_style.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/dev_style.html	(from https://neovim.io/doc/user/index.html)
